Open_Time,Open_Price,Close_Time,Close_Price,Side,Symbol,Volume,Profit
10/24/23 17:09,7387.6,10/24/23 17:20,7388.09,Sell,UK100x,3,-17.91
10/24/23 17:09,6888.12,10/24/23 17:20,6887.42,Sell,FRA40x,3,22.27
10/24/23 17:48,14780.81,10/24/23 17:49,14776.91,Sell,NAS100x,0.1,3.90
10/24/23 17:48,14904.62,10/24/23 17:50,14916.07,Sell,GER40x,0.1,-12.13
10/24/23 17:48,33242.53,10/24/23 17:50,33262.14,Sell,US30x,0.1,-19.61
10/24/23 17:48,7402.16,10/24/23 17:50,7405.72,Sell,UK100x,0.1,-4.33
10/24/23 17:48,6904.6,10/24/23 17:50,6909.89,Sell,FRA40x,0.1,-5.61
10/24/23 17:49,14777.91,10/24/23 17:51,14763.13,Buy,NAS100x,0.1,-14.78
10/24/23 17:50,33265.52,10/24/23 17:51,33236.65,Buy,US30x,0.1,-28.87
10/24/23 17:50,14917.8,10/24/23 17:51,14911.62,Buy,GER40x,0.1,-6.55
10/24/23 17:50,7407.05,10/24/23 17:51,7403.28,Buy,UK100x,0.1,-4.59
10/24/23 17:50,6909.93,10/24/23 17:51,6907.13,Buy,FRA40x,0.1,-2.97
10/24/23 19:36,14638.56,10/24/23 20:21,14660.35,Buy,NAS100x,3,653.70
10/24/23 19:36,6874.76,10/24/23 20:21,6882.41,Buy,FRA40x,3,243.06
10/24/23 19:36,14854.32,10/24/23 20:21,14865.97,Buy,GER40x,3,370.15
10/24/23 19:36,33034.82,10/24/23 20:21,33045.63,Buy,US30x,3,324.30
10/24/23 19:36,7384.6,10/24/23 20:21,7392.09,Buy,UK100x,3,273.33
10/25/23 12:24,1971.19,10/25/23 12:36,1971.65,Buy,XAUUSDx,3,138.00
10/25/23 12:27,33193.32,10/25/23 12:38,33182.32,Sell,US30x,3,330.00
10/25/23 12:28,14866.12,10/25/23 12:41,14852.99,Sell,GER40x,3,416.31
10/25/23 12:28,6877.67,10/25/23 12:41,6872.74,Sell,FRA40x,3,156.32
10/25/23 12:47,1970.23,10/25/23 12:51,1970.8,Buy,XAUUSDx,3,171.00
10/25/23 12:50,33133.52,10/25/23 12:51,33142.86,Buy,US30x,3,280.20
10/25/23 14:21,33190.17,10/25/23 14:30,33176.82,Sell,US30x,3,400.50
10/25/23 14:22,6895.91,10/25/23 14:57,6893.83,Sell,FRA40x,3,65.95
10/25/23 14:22,14895.92,10/25/23 14:57,14895.97,Sell,GER40x,3,-1.59
10/25/23 14:23,7411.6,10/25/23 14:57,7410.97,Sell,UK100x,3,22.90
10/25/23 14:25,14687.05,10/25/23 14:41,14683.41,Sell,NAS100x,3,109.20
10/25/23 14:35,33216.32,10/25/23 14:36,33209.5,Sell,US30x,3,204.60
10/25/23 14:39,33220.82,10/25/23 14:41,33214.62,Sell,US30x,3,186.00
10/25/23 14:48,33216.82,10/25/23 14:50,33212.17,Sell,US30x,3,139.50
10/25/23 17:05,33011.07,10/25/23 17:25,33012.9,Buy,US30x,1.5,27.45
10/25/23 17:22,32994.01,10/25/23 17:23,33001.12,Buy,US30x,1.5,106.65
10/25/23 17:26,32989.58,10/25/23 17:27,32998.92,Buy,US30x,1.5,140.10
10/25/23 17:28,14517.29,10/25/23 17:28,14523.41,Buy,NAS100x,1.5,91.80
10/25/23 18:43,182.099,10/25/23 18:43,182.109,Buy,GBPJPYx,0.01,0.07
10/25/23 18:44,1.0592,10/25/23 18:44,1.0592,Buy,EURUSDx,0.01,-0.07
10/25/23 18:44,182.125,10/25/23 18:44,182.129,Buy,GBPJPYx,0.01,0.03
10/25/23 18:44,1.0593,10/25/23 18:44,1.0593,Buy,EURUSDx,0.01,-0.02
10/25/23 18:44,1.0593,10/25/23 18:44,1.0593,Buy,EURUSDx,0.01,-0.05
10/25/23 18:44,108.917,10/25/23 18:45,108.919,Sell,CADJPYx,0.01,-0.01
10/31/23 17:09,1.1011,10/31/23 17:12,1.1017,Sell,GBPCHFx,0.1,-6.62
10/31/23 17:12,1.061,10/31/23 17:14,1.0614,Buy,EURUSDx,0.08,3.28
10/31/23 17:15,108.92,10/31/23 17:15,108.957,Sell,CADJPYx,0.08,-1.96
11/14/23 11:37,0.9653,11/14/23 11:39,0.9654,Sell,EURCHFx,3,-53.26
11/14/23 11:38,1.2296,11/14/23 11:39,1.2295,Sell,GBPUSDx,5,65.00
11/14/23 11:39,34404.17,11/14/23 17:24,34885.37,Sell,US30x,3,-14436.00
11/14/23 11:39,15537.89,11/14/23 18:03,15820.48,Sell,NAS100x,3,-8477.70
11/14/23 11:39,15421.74,11/15/23 9:04,15658.22,Sell,GER40x,3,-7714.17
11/14/23 11:39,7430.1,11/14/23 15:33,7439.5,Sell,UK100x,3,-349.03
11/14/23 11:39,7103.83,11/14/23 15:33,7152.56,Sell,FRA40x,3,-1576.60
11/14/23 15:33,1958.59,11/15/23 9:04,1970.12,Sell,XAUUSDx,3,-3459.00
11/14/23 15:33,22.669,11/15/23 9:04,23.275,Sell,XAGUSDx,3,-9090.00
11/14/23 18:02,34900.83,11/15/23 9:04,34926.78,Sell,US30x,3,-778.50
